136
135
63
1121
1120
812
602
6113
353
34895
977
35
1236
8880
1219
603
225
9
36
264
80
1218
138
1090
172
354
1238
232
79
1346
212
1250
26736
33773
226
5887
211
171
8342
85
101
3735
231
1041
3736
1966
1283
137
512
102
86
209
1668
368
981
514
92
1000
1438
125
178
3038
145
840
14729
177
4383
1324
1013
210
2600
21126
1074
3
3494
960
27342
1012
1669
1323
5418
2200
12841
1528
5413
8545
